567 3452
e 423 404 36.81983267923665
e 404 423 36.81983267923665
e 423 415 3616.1986974324277
e 415 423 3616.1986974324277
e 437 416 3803.048919973838
e 416 437 3803.048919973838
e 437 430 5973.5121779303845
e 430 437 5973.5121779303845
e 437 415 0.0
e 415 437 0.0
e 415 407 3162.206451108994
e 407 415 3162.206451108994
e 415 404 5378.249039074668
e 404 415 5378.249039074668
e 407 413 3787.141882184988
e 413 407 3787.141882184988
e 407 412 1043.4587664938535
e 412 407 1043.4587664938535
e 407 404 4079.4510285657348
e 404 407 4079.4510285657348
e 407 408 5413.532213822352
e 408 407 5413.532213822352
e 408 394 2636.7966540136445
e 394 408 2636.7966540136445
e 408 413 5627.260471765966
e 413 408 5627.260471765966
e 408 397 10539.260150488128
e 397 408 10539.260150488128
e 408 393 4254.485637953938
e 393 408 4254.485637953938
e 408 401 4889.564760946472
e 401 408 4889.564760946472
e 35 55 10943.746196965649
e 55 35 10943.746196965649
e 35 34 7049.695956968131
e 34 35 7049.695956968131
e 35 223 3605.5776298959827
e 223 35 3605.5776298959827
e 431 441 8234.737675150229
e 441 431 8234.737675150229
e 431 424 6871.370156362673
e 424 431 6871.370156362673
e 431 444 726.8987319524829
e 444 431 726.8987319524829
e 431 445 2758.983115099853
e 445 431 2758.983115099853
e 223 34 9291.724983995799
e 34 223 9291.724983995799
e 223 418 3662.2816321294013
e 418 223 3662.2816321294013
e 223 428 7098.559797173559
e 428 223 7098.559797173559
e 223 224 4188.891831964174
e 224 223 4188.891831964174
e 223 438 3338.998443495308
e 438 223 3338.998443495308
e 223 424 0.0
e 424 223 0.0
e 223 54 648.1454872557335
e 54 223 648.1454872557335
e 223 405 1795.2290168609054
e 405 223 1795.2290168609054
e 438 224 6435.57019628667
e 224 438 6435.57019628667
e 438 424 5762.693783741745
e 424 438 5762.693783741745
e 438 427 1419.8697502670657
e 427 438 1419.8697502670657
e 438 444 0.0
e 444 438 0.0
e 424 427 0.0
e 427 424 0.0
e 424 444 1181.8290442332745
e 444 424 1181.8290442332745
e 441 445 3120.045005706743
e 445 441 3120.045005706743
e 445 444 2757.871210483427
e 444 445 2757.871210483427
e 445 421 0.0
e 421 445 0.0
e 401 393 3645.9300081536685
e 393 401 3645.9300081536685
e 393 397 6688.981076937488
e 397 393 6688.981076937488
e 393 395 7926.934012085039
e 395 393 7926.934012085039
e 395 397 10324.116242388156
e 397 395 10324.116242388156
e 395 400 12246.369019838725
e 400 395 12246.369019838725
e 77 83 342.0882642285243
e 83 77 342.0882642285243
e 77 84 20472.39382659033
e 84 77 20472.39382659033
e 77 107 18004.223239366587
e 107 77 18004.223239366587
e 77 49 9250.226609059959
e 49 77 9250.226609059959
e 77 78 10824.920555401886
e 78 77 10824.920555401886
e 77 400 19434.277379981573
e 400 77 19434.277379981573
e 77 106 15544.140953859553
e 106 77 15544.140953859553
e 400 394 8775.024323567743
e 394 400 8775.024323567743
e 400 397 2975.807776113182
e 397 400 2975.807776113182
e 400 78 6041.001370580157
e 78 400 6041.001370580157
e 106 107 24526.042751580357
e 107 106 24526.042751580357
e 106 500 9144.441199973477
e 500 106 9144.441199973477
e 106 108 5921.867526513208
e 108 106 5921.867526513208
e 108 500 31796.942379199085
e 500 108 31796.942379199085
e 108 52 6965.570986432206
e 52 108 6965.570986432206
e 108 50 16945.6994458751
e 50 108 16945.6994458751
e 50 52 23115.16386672763
e 52 50 23115.16386672763
e 50 494 18448.136207013355
e 494 50 18448.136207013355
e 494 52 3455.1280595425537
e 52 494 3455.1280595425537
e 494 45 10236.412930589859
e 45 494 10236.412930589859
e 494 495 6564.806191035429
e 495 494 6564.806191035429
e 494 497 14983.872706207509
e 497 494 14983.872706207509
e 494 496 518.5583803341295
e 496 494 518.5583803341295
e 494 498 8002.46216871219
e 498 494 8002.46216871219
e 498 45 7893.921712697131
e 45 498 7893.921712697131
e 498 495 7075.644118825746
e 495 498 7075.644118825746
e 498 496 9222.980379476368
e 496 498 9222.980379476368
e 498 66 7299.22879744581
e 66 498 7299.22879744581
e 498 47 17704.759502599692
e 47 498 17704.759502599692
e 47 66 15063.512829986512
e 66 47 15063.512829986512
e 47 64 10526.349639876305
e 64 47 10526.349639876305
e 47 46 11509.460249136166
e 46 47 11509.460249136166
e 47 483 17015.551814467184
e 483 47 17015.551814467184
e 47 68 5722.456828186624
e 68 47 5722.456828186624
e 46 483 11771.082909821915
e 483 46 11771.082909821915
e 46 480 8414.466764782872
e 480 46 8414.466764782872
e 480 483 7961.146823448851
e 483 480 7961.146823448851
e 480 487 3416.2253632079487
e 487 480 3416.2253632079487
e 480 486 6138.334455604488
e 486 480 6138.334455604488
e 486 68 3749.5796032578683
e 68 486 3749.5796032578683
e 486 487 3683.499538170646
e 487 486 3683.499538170646
e 486 386 8457.901491403189
e 386 486 8457.901491403189
e 486 482 18909.403742873572
e 482 486 18909.403742873572
e 486 71 6639.63932301505
e 71 486 6639.63932301505
e 486 72 2782.708882659526
e 72 486 2782.708882659526
e 559 71 6909.293031972745
e 71 559 6909.293031972745
e 559 554 6215.866753861799
e 554 559 6215.866753861799
e 559 545 944.3173860127329
e 545 559 944.3173860127329
e 559 553 1403.284294299293
e 553 559 1403.284294299293
e 71 72 7646.383889014984
e 72 71 7646.383889014984
e 71 490 9409.602346200396
e 490 71 9409.602346200396
e 71 553 4637.003222513322
e 553 71 4637.003222513322
e 554 551 2567.166193720285
e 551 554 2567.166193720285
e 554 545 2537.123039221821
e 545 554 2537.123039221821
e 558 552 2477.6040883984583
e 552 558 2477.6040883984583
e 558 551 6631.0540261645865
e 551 558 6631.0540261645865
e 551 552 3511.020516213663
e 552 551 3511.020516213663
e 551 545 7378.878477615129
e 545 551 7378.878477615129
e 551 563 5514.425626360612
e 563 551 5514.425626360612
e 551 535 1451.0503203051958
e 535 551 1451.0503203051958
e 552 563 1092.4901929668922
e 563 552 1092.4901929668922
e 563 535 3198.150256549598
e 535 563 3198.150256549598
e 563 544 1708.3190015883636
e 544 563 1708.3190015883636
e 544 535 7768.567332790774
e 535 544 7768.567332790774
e 544 553 4171.999605635635
e 553 544 4171.999605635635
e 544 40 4275.677815595633
e 40 544 4275.677815595633
e 40 490 2250.9438301713703
e 490 40 2250.9438301713703
e 40 553 10486.932563855979
e 553 40 10486.932563855979
e 40 489 15331.843874238302
e 489 40 15331.843874238302
e 40 506 12059.237735384904
e 506 40 12059.237735384904
e 506 490 13422.676957485617
e 490 506 13422.676957485617
e 506 70 0.0
e 70 506 0.0
e 506 514 10354.167268204128
e 514 506 10354.167268204128
e 514 490 0.0
e 490 514 0.0
e 514 70 11536.560611192272
e 70 514 11536.560611192272
e 514 512 3773.3556893243117
e 512 514 3773.3556893243117
e 514 515 7622.896210167307
e 515 514 7622.896210167307
e 514 473 13925.561794486115
e 473 514 13925.561794486115
e 512 515 2863.1926713278845
e 515 512 2863.1926713278845
e 512 516 5049.358500993394
e 516 512 5049.358500993394
e 516 515 8268.45943219757
e 515 516 8268.45943219757
e 516 473 902.2072452604119
e 473 516 902.2072452604119
e 516 511 10496.609423871998
e 511 516 10496.609423871998
e 511 473 7562.154249393753
e 473 511 7562.154249393753
e 511 518 8954.635254448702
e 518 511 8954.635254448702
e 444 427 1596.49801188582
e 427 444 1596.49801188582
e 444 434 1923.0671848720765
e 434 444 1923.0671848720765
e 444 416 399.92890007478724
e 416 444 399.92890007478724
e 444 421 2736.1581190758493
e 421 444 2736.1581190758493
e 421 416 2012.9175066633836
e 416 421 2012.9175066633836
e 421 430 4443.929061465973
e 430 421 4443.929061465973
e 430 416 1196.8013095373994
e 416 430 1196.8013095373994
e 224 428 4730.032402811287
e 428 224 4730.032402811287
e 224 414 3755.182350970887
e 414 224 3755.182350970887
e 224 427 1377.1755135793135
e 427 224 1377.1755135793135
e 224 429 1448.5287158656022
e 429 224 1448.5287158656022
e 414 428 1442.5865643871975
e 428 414 1442.5865643871975
e 414 410 5112.98404332825
e 410 414 5112.98404332825
e 414 389 3484.7458666436582
e 389 414 3484.7458666436582
e 414 429 0.0
e 429 414 0.0
e 414 412 4800.600849325239
e 412 414 4800.600849325239
e 429 427 2607.3099884263115
e 427 429 2607.3099884263115
e 429 434 4064.217062161675
e 434 429 4064.217062161675
e 434 427 1691.7872096809792
e 427 434 1691.7872096809792
e 434 416 3844.3275468909897
e 416 434 3844.3275468909897
e 412 389 4663.356228906937
e 389 412 4663.356228906937
e 412 413 3893.4173093181134
e 413 412 3893.4173093181134
e 412 404 3860.487696074707
e 404 412 3860.487696074707
e 413 389 12898.432724184273
e 389 413 12898.432724184273
e 413 394 5021.193186778717
e 394 413 5021.193186778717
e 394 389 12143.138127473705
e 389 394 12143.138127473705
e 394 397 3736.2908828385293
e 397 394 3736.2908828385293
e 394 78 4256.738585025827
e 78 394 4256.738585025827
e 55 34 14431.69120833313
e 34 55 14431.69120833313
e 55 54 7114.764600182635
e 54 55 7114.764600182635
e 34 54 10609.383323702163
e 54 34 10609.383323702163
e 418 428 9814.45983046889
e 428 418 9814.45983046889
e 418 405 9965.698041145184
e 405 418 9965.698041145184
e 418 410 2109.9385061282414
e 410 418 2109.9385061282414
e 428 410 3319.3098267197697
e 410 428 3319.3098267197697
e 54 457 17032.589674852417
e 457 54 17032.589674852417
e 54 405 10968.037324978572
e 405 54 10968.037324978572
e 54 409 7656.742141830438
e 409 54 7656.742141830438
e 405 409 4105.576933125728
e 409 405 4105.576933125728
e 405 406 4538.454794607943
e 406 405 4538.454794607943
e 405 410 1781.0442617635085
e 410 405 1781.0442617635085
e 83 87 5501.0910557571415
e 87 83 5501.0910557571415
e 83 85 16366.167514765782
e 85 83 16366.167514765782
e 83 84 23673.585555743877
e 84 83 23673.585555743877
e 83 44 8250.938324869647
e 44 83 8250.938324869647
e 83 49 23290.631243896605
e 49 83 23290.631243896605
e 84 85 14869.74970498401
e 85 84 14869.74970498401
e 84 112 12676.522758433452
e 112 84 12676.522758433452
e 84 111 6699.465977733467
e 111 84 6699.465977733467
e 84 107 4049.718473337527
e 107 84 4049.718473337527
e 107 111 17576.242383286994
e 111 107 17576.242383286994
e 107 499 7557.3552956936055
e 499 107 7557.3552956936055
e 107 501 0.0
e 501 107 0.0
e 107 500 14247.274950633559
e 500 107 14247.274950633559
e 49 44 11764.9671494498
e 44 49 11764.9671494498
e 49 455 746.8294166280167
e 455 49 746.8294166280167
e 49 456 10209.345034988666
e 456 49 10209.345034988666
e 49 78 12882.1308524225
e 78 49 12882.1308524225
e 78 409 8686.028019223832
e 409 78 8686.028019223832
e 78 389 3239.426948610963
e 389 78 3239.426948610963
e 78 456 4628.414189799072
e 456 78 4628.414189799072
e 500 499 7688.766455671917
e 499 500 7688.766455671917
e 500 501 17130.24010372983
e 501 500 17130.24010372983
e 500 120 2870.279889618627
e 120 500 2870.279889618627
e 500 109 14440.01011195674
e 109 500 14440.01011195674
e 500 52 16167.386421743064
e 52 500 16167.386421743064
e 52 120 17643.29124599305
e 120 52 17643.29124599305
e 52 122 25537.356732139873
e 122 52 25537.356732139873
e 52 45 15082.0358891393
e 45 52 15082.0358891393
e 45 122 1638.873592628914
e 122 45 1638.873592628914
e 45 63 23540.27200411448
e 63 45 23540.27200411448
e 45 66 14499.675969817727
e 66 45 14499.675969817727
e 495 497 2745.9441356777597
e 497 495 2745.9441356777597
e 495 496 7891.453738532707
e 496 495 7891.453738532707
e 497 496 7035.383752111542
e 496 497 7035.383752111542
e 66 63 11441.742108465824
e 63 66 11441.742108465824
e 66 64 18811.788350205043
e 64 66 18811.788350205043
e 64 63 18338.174044382074
e 63 64 18338.174044382074
e 64 103 11758.225449800593
e 103 64 11758.225449800593
e 64 65 25598.64734646446
e 65 64 25598.64734646446
e 64 68 2063.5440154689927
e 68 64 2063.5440154689927
e 483 68 10364.059115064709
e 68 483 10364.059115064709
e 483 487 7719.139748124381
e 487 483 7719.139748124381
e 483 386 5678.0635389066865
e 386 483 5678.0635389066865
e 68 65 19623.365695530123
e 65 68 19623.365695530123
e 68 386 10896.319943988912
e 386 68 10896.319943988912
e 68 462 7310.646517489695
e 462 68 7310.646517489695
e 68 485 5416.668650460508
e 485 68 5416.668650460508
e 68 482 5422.249422476828
e 482 68 5422.249422476828
e 487 386 6178.200922060113
e 386 487 6178.200922060113
e 482 65 7778.901602490081
e 65 482 7778.901602490081
e 482 462 10274.549861701322
e 462 482 10274.549861701322
e 482 507 17193.516715454374
e 507 482 17193.516715454374
e 482 485 23069.82279193617
e 485 482 23069.82279193617
e 482 67 7105.351868741066
e 67 482 7105.351868741066
e 482 72 18451.259208239266
e 72 482 18451.259208239266
e 72 67 9544.509504096099
e 67 72 9544.509504096099
e 72 490 30927.03640370478
e 490 72 30927.03640370478
e 545 535 5496.842860070715
e 535 545 5496.842860070715
e 545 553 8790.591975894193
e 553 545 8790.591975894193
e 553 535 1290.7421195817249
e 535 553 1290.7421195817249
e 553 490 7361.684312111694
e 490 553 7361.684312111694
e 490 67 2407.4661389184394
e 67 490 2407.4661389184394
e 490 491 11649.717446011327
e 491 490 11649.717446011327
e 490 489 19980.73865583768
e 489 490 19980.73865583768
e 490 70 10760.954983298541
e 70 490 10760.954983298541
e 489 491 9049.554567095785
e 491 489 9049.554567095785
e 70 67 14083.478441362357
e 67 70 14083.478441362357
e 70 62 16806.307946669076
e 62 70 16806.307946669076
e 515 473 4797.824194816531
e 473 515 4797.824194816531
e 473 518 9517.198142443927
e 518 473 9517.198142443927
e 410 409 3476.3698901706903
e 409 410 3476.3698901706903
e 410 406 6320.788295370174
e 406 410 6320.788295370174
e 410 389 12013.654992824533
e 389 410 12013.654992824533
e 389 409 5839.088641123458
e 409 389 5839.088641123458
e 457 409 527.7087684513072
e 409 457 527.7087684513072
e 457 455 1555.0207198227677
e 455 457 1555.0207198227677
e 457 456 7873.99966939536
e 456 457 7873.99966939536
e 409 406 8669.1178335095
e 406 409 8669.1178335095
e 409 456 10395.345377964966
e 456 409 10395.345377964966
e 87 86 19562.833361776513
e 86 87 19562.833361776513
e 87 85 13954.456760573954
e 85 87 13954.456760573954
e 87 44 11268.494739182837
e 44 87 11268.494739182837
e 85 79 6969.018972610396
e 79 85 6969.018972610396
e 85 114 5606.107939388255
e 114 85 5606.107939388255
e 85 86 16558.578290089557
e 86 85 16558.578290089557
e 85 112 9693.262137736818
e 112 85 9693.262137736818
e 44 455 5114.000027544555
e 455 44 5114.000027544555
e 112 114 30835.62392147734
e 114 112 30835.62392147734
e 112 111 23176.400551871524
e 111 112 23176.400551871524
e 112 113 1894.3934424389258
e 113 112 1894.3934424389258
e 111 499 18053.071760311657
e 499 111 18053.071760311657
e 111 113 18688.325961768125
e 113 111 18688.325961768125
e 499 501 10250.269307453396
e 501 499 10250.269307453396
e 499 113 7098.220835895954
e 113 499 7098.220835895954
e 499 109 9357.182710180858
e 109 499 9357.182710180858
e 455 456 16067.697963318771
e 456 455 16067.697963318771
e 120 113 11576.17934216858
e 113 120 11576.17934216858
e 120 121 3582.230960149677
e 121 120 3582.230960149677
e 120 109 14628.842209009243
e 109 120 14628.842209009243
e 120 127 25079.37431220303
e 127 120 25079.37431220303
e 120 122 720.5866089811824
e 122 120 720.5866089811824
e 109 113 16318.949397842012
e 113 109 16318.949397842012
e 122 127 17874.337362405582
e 127 122 17874.337362405582
e 122 123 22968.663909892097
e 123 122 22968.663909892097
e 122 63 18873.205217340434
e 63 122 18873.205217340434
e 63 123 29472.239591909347
e 123 63 29472.239591909347
e 63 103 5727.816882319662
e 103 63 5727.816882319662
e 103 123 22277.912253606475
e 123 103 22277.912253606475
e 103 65 23511.039425240437
e 65 103 23511.039425240437
e 103 507 21195.362190751955
e 507 103 21195.362190751955
e 65 507 4854.3978508528535
e 507 65 4854.3978508528535
e 462 485 4905.197799334621
e 485 462 4905.197799334621
e 507 67 14321.513234845435
e 67 507 14321.513234845435
e 507 62 5940.616816454218
e 62 507 5940.616816454218
e 67 62 10703.63125170088
e 62 67 10703.63125170088
e 86 79 25146.71524989759
e 79 86 25146.71524989759
e 79 538 6014.219775290508
e 538 79 6014.219775290508
e 79 105 3206.659573449776
e 105 79 3206.659573449776
e 79 114 26299.861237499288
e 114 79 26299.861237499288
e 114 105 18666.143476341647
e 105 114 18666.143476341647
e 114 113 15738.137301466335
e 113 114 15738.137301466335
e 113 105 10079.48449510893
e 105 113 10079.48449510893
e 113 104 7699.404556556351
e 104 113 7699.404556556351
e 113 121 9804.147951495985
e 121 113 9804.147951495985
e 121 128 10273.5287038463
e 128 121 10273.5287038463
e 121 104 10183.78180917743
e 104 121 10183.78180917743
e 121 127 22087.496403185058
e 127 121 22087.496403185058
e 538 536 1909.3511923884937
e 536 538 1909.3511923884937
e 538 534 5779.025626821024
e 534 538 5779.025626821024
e 538 126 7556.3095497305485
e 126 538 7556.3095497305485
e 538 125 10863.14463009129
e 125 538 10863.14463009129
e 538 105 6064.735249418012
e 105 538 6064.735249418012
e 105 125 10042.322770814773
e 125 105 10042.322770814773
e 105 104 18447.279741999402
e 104 105 18447.279741999402
e 104 539 4119.439898465237
e 539 104 4119.439898465237
e 104 126 2706.842569181284
e 126 104 2706.842569181284
e 104 125 3826.7918850550304
e 125 104 3826.7918850550304
e 104 537 3883.9965667864008
e 537 104 3883.9965667864008
e 104 128 8515.065686463162
e 128 104 8515.065686463162
e 128 537 13611.203465397908
e 537 128 13611.203465397908
e 536 534 10838.386720805775
e 534 536 10838.386720805775
e 536 539 8739.621626184826
e 539 536 8739.621626184826
e 534 539 3712.347363235252
e 539 534 3712.347363235252
e 534 126 1270.0106373252934
e 126 534 1270.0106373252934
e 126 539 6575.968905450147
e 539 126 6575.968905450147
e 126 125 7459.1379882342335
e 125 126 7459.1379882342335
e 539 537 26297.195242607017
e 537 539 26297.195242607017
e 1 -1 54301.8108591759
e -1 1 54301.8108591759
e 2 -1 17767.77106725687
e -1 2 17767.77106725687
e 4 -1 20627.957532351225
e -1 4 20627.957532351225
e 5 -1 8894.018734140725
e -1 5 8894.018734140725
e 8 -1 47423.67360152145
e -1 8 47423.67360152145
e 10 -1 49432.02978395519
e -1 10 49432.02978395519
e 13 -1 23125.410191148163
e -1 13 23125.410191148163
e 19 -1 30584.430676089658
e -1 19 30584.430676089658
e 23 -1 25228.02545746582
e -1 23 25228.02545746582
e 24 -1 38957.01129838406
e -1 24 38957.01129838406
e 25 -1 20202.421553170887
e -1 25 20202.421553170887
e 26 -1 17130.673978316856
e -1 26 17130.673978316856
e 32 -1 28784.766767781603
e -1 32 28784.766767781603
e 33 -1 42505.81459441666
e -1 33 42505.81459441666
e 35 -1 1792.9287427252668
e -1 35 1792.9287427252668
e 44 -1 10735.681440730657
e -1 44 10735.681440730657
e 54 -1 1502.304584481159
e -1 54 1502.304584481159
e 55 -1 43584.37168818137
e -1 55 43584.37168818137
e 56 -1 41026.32646626767
e -1 56 41026.32646626767
e 57 -1 3667.467480838301
e -1 57 3667.467480838301
e 61 -1 25700.48190253141
e -1 61 25700.48190253141
e 62 -1 33102.87249734794
e -1 62 33102.87249734794
e 70 -1 26329.159596394198
e -1 70 26329.159596394198
e 79 -1 31704.054748732313
e -1 79 31704.054748732313
e 86 -1 17090.60663651466
e -1 86 17090.60663651466
e 87 -1 46450.2289151774
e -1 87 46450.2289151774
e 88 -1 33341.12684782437
e -1 88 33341.12684782437
e 89 -1 19628.45848644061
e -1 89 19628.45848644061
e 99 -1 14845.82938803902
e -1 99 14845.82938803902
e 101 -1 20231.452207370334
e -1 101 20231.452207370334
e 102 -1 37335.688009619
e -1 102 37335.688009619
e 103 -1 65651.0951771697
e -1 103 65651.0951771697
e 121 -1 14253.903710098284
e -1 121 14253.903710098284
e 122 -1 17069.372147904905
e -1 122 17069.372147904905
e 123 -1 38330.89127269593
e -1 123 38330.89127269593
e 124 -1 30164.923015548924
e -1 124 30164.923015548924
e 127 -1 23005.575786903268
e -1 127 23005.575786903268
e 128 -1 27627.715449285162
e -1 128 27627.715449285162
e 387 -1 7727.968780323738
e -1 387 7727.968780323738
e 388 -1 11033.212848861946
e -1 388 11033.212848861946
e 390 -1 10722.31003785722
e -1 390 10722.31003785722
e 452 -1 5848.974043498486
e -1 452 5848.974043498486
e 454 -1 20083.257536556004
e -1 454 20083.257536556004
e 455 -1 3446.0054842552563
e -1 455 3446.0054842552563
e 457 -1 11676.724336911164
e -1 457 11676.724336911164
e 473 -1 24720.465682783626
e -1 473 24720.465682783626
e 507 -1 24191.66070271169
e -1 507 24191.66070271169
e 511 -1 13315.135793979101
e -1 511 13315.135793979101
e 514 -1 11679.33769972962
e -1 514 11679.33769972962
e 517 -1 9657.261073635635
e -1 517 9657.261073635635
e 518 -1 49271.39972442781
e -1 518 49271.39972442781
e 529 -1 32268.86163003541
e -1 529 32268.86163003541
e 536 -1 22575.60535900868
e -1 536 22575.60535900868
e 537 -1 1222.6021509795714
e -1 537 1222.6021509795714
e 538 -1 35441.06602877445
e -1 538 35441.06602877445
e 539 -1 26349.3388426281
e -1 539 26349.3388426281
